index,small_i_count,all_caps_wordcount,sentence_wo_cap_at_start,sentence_lower_at_start,fullstop_wo_whitespace_count,a_an_error_count,cont_punct_count,quotation_count,emoticons_count,happy_emoticons_count,question_count,exclamation_count,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,he_she_ratio,swear_word_count
3531,0,1,1,1,0,0,0,1,0,0,4,1,0.6243047,0.33919638,0.036498934,0.08,1
2251,0,0,14,5,0,2,0,17,0,0,7,5,0.13658713,0.6124052,0.2510077,2.3333333333333335,0
2341,0,0,6,0,0,0,1,10,0,0,7,1,0.41862828,0.47168168,0.10969004,6.0,0
3454,0,0,9,0,0,0,1,9,0,0,0,3,0.25559327,0.54715645,0.1972502,1.5454545454545454,1
3375,0,0,13,0,0,1,0,13,0,0,5,0,0.2827378,0.6162096,0.10105262,0.5909090909090909,1
2412,0,0,13,2,0,0,0,11,0,0,1,10,0.15432417,0.4734354,0.3722404,3.0,0
3403,0,0,18,0,0,0,0,17,0,0,3,2,0.5943625,0.3339968,0.071640685,0.6428571428571429,4
2963,0,1,8,0,0,0,0,15,0,0,7,0,0.2982335,0.5778029,0.123963594,0.2777777777777778,0
3819,0,0,17,0,0,0,0,19,0,0,7,6,0.17291388,0.68201184,0.14507423,1.0,0
2505,0,1,8,1,0,0,1,16,0,0,6,6,0.11756514,0.51694465,0.36549023,0.47058823529411764,0
2582,0,14,23,2,0,0,4,24,0,0,10,12,0.3946719,0.5325262,0.07280192,1.1,0
1178,0,0,0,0,0,0,0,0,0,0,0,0,0.28752014,0.52328837,0.18919146,0.1935483870967742,3
2104,0,0,18,3,0,0,1,16,0,0,6,4,0.04335255,0.41934702,0.5373004,0.8095238095238095,0
3011,0,1,11,0,0,0,0,13,0,0,3,7,0.38102365,0.53090596,0.08807046,2.25,2
3641,0,4,29,2,0,0,1,27,0,0,2,6,0.38962275,0.50729275,0.10308447,13.0,3
2046,0,1,13,0,0,0,0,14,0,0,5,10,0.41357294,0.5198462,0.06658083,2.2222222222222223,1
867,0,0,10,0,0,0,0,17,0,0,3,0,0.4055733,0.5296638,0.06476287,3.8333333333333335,0
926,0,0,5,0,0,0,0,4,0,0,0,0,0.3461882,0.5322061,0.12160575,0.1794871794871795,1
997,0,17,4,1,0,0,0,22,0,0,6,19,0.5189553,0.37961748,0.10142717,2.0,0
2921,0,0,26,1,0,0,1,26,0,0,6,0,0.4816859,0.46056652,0.057747576,0.46153846153846156,1
1584,0,8,18,8,0,0,0,18,0,0,4,0,0.060086463,0.37553236,0.56438124,3.6666666666666665,0
3107,0,6,10,1,0,0,1,11,1,0,6,4,0.54195625,0.37193158,0.08611223,3.8333333333333335,6
210,0,1,8,0,0,0,3,11,0,0,3,1,0.35700572,0.5827077,0.06028665,6.5,1
1550,0,0,24,0,0,0,0,26,0,0,13,6,0.44404218,0.45502573,0.10093204,0.6666666666666666,2
59,0,1,14,0,0,0,1,18,0,0,7,3,0.235239,0.66763955,0.09712146,8.0,1
1593,0,0,4,1,0,0,0,3,0,0,6,0,0.23708539,0.537259,0.22565562,3.4444444444444446,6
1278,0,5,2,0,0,0,1,1,0,0,12,13,0.2142587,0.5083714,0.27736992,1.6666666666666667,9
3734,0,0,23,5,0,0,0,21,0,0,7,3,0.2862192,0.5979797,0.11580104,0.5652173913043478,0
2571,0,0,5,1,0,0,0,5,0,0,1,0,0.4483435,0.48753682,0.06411972,0.5555555555555556,1
765,0,0,31,1,0,0,0,39,0,0,6,10,0.10473291,0.58041674,0.31485036,10.0,0
3672,0,0,7,0,0,0,0,8,0,0,1,0,0.30029124,0.5915774,0.10813136,0.23809523809523808,6
1894,0,1,23,5,0,0,0,20,0,0,3,8,0.46194792,0.46359983,0.07445218,0.18181818181818182,3
1078,0,0,4,0,0,0,0,5,0,0,3,0,0.39989573,0.5120983,0.08800588,2.4,1
1106,0,1,16,0,0,0,0,16,0,0,1,5,0.38276154,0.54387486,0.07336356,2.125,1
3163,0,13,0,0,0,0,0,9,0,0,2,7,0.4577508,0.46367434,0.07857482,0.42857142857142855,0
3775,0,0,8,0,0,0,4,7,0,0,8,0,0.27279502,0.60261774,0.124587215,0.05555555555555555,1
2069,0,7,6,0,0,0,0,7,0,0,2,0,0.40776494,0.52684885,0.0653862,0.21428571428571427,0
582,0,0,9,0,0,0,0,22,0,0,6,0,0.35148448,0.521408,0.1271075,1.2857142857142858,0
1188,0,4,1,0,0,0,0,2,0,0,0,1,0.33403048,0.5716707,0.09429878,1.0,0
1104,0,0,4,0,0,0,0,5,0,0,3,0,0.39989573,0.5120983,0.08800588,2.4,1
940,0,0,24,0,0,1,1,28,0,0,12,8,0.06050381,0.4672523,0.47224388,1.2,0
1080,0,1,16,0,0,0,0,16,0,0,1,5,0.38276154,0.54387486,0.07336356,2.125,1
187,0,0,24,0,0,0,1,30,0,0,13,8,0.06549553,0.38960072,0.54490376,0.9285714285714286,0
1662,0,0,33,2,0,0,0,32,0,0,5,0,0.20159602,0.5764348,0.22196917,18.0,3
2216,0,0,25,2,0,0,0,23,0,0,6,5,0.2766508,0.57183886,0.15151036,1.125,0
2570,0,0,32,3,0,0,0,40,0,0,10,8,0.15400316,0.61191213,0.23408471,2.25,2
3607,0,0,21,4,0,0,0,19,0,0,7,1,0.3449451,0.57722306,0.07783189,0.5652173913043478,0
2028,0,0,9,1,0,0,8,5,0,0,1,3,0.4112934,0.49297214,0.095734484,2.4,0
2233,0,1,15,2,0,0,0,13,0,0,6,8,0.3745875,0.47551066,0.14990184,0.5625,0
226,0,0,2,0,0,0,0,2,0,0,0,0,0.18223412,0.71247596,0.10528987,2.4,7
3668,0,0,16,0,0,1,1,17,0,0,2,1,0.19267094,0.5890663,0.21826266,0.2222222222222222,4
535,0,0,8,0,0,0,0,8,0,0,5,0,0.27567628,0.5441496,0.18017419,0.1,3
1110,0,0,0,0,0,0,0,0,0,0,0,0,0.53305787,0.39895728,0.06798484,4.428571428571429,3
2670,0,5,10,0,0,0,3,13,1,1,2,9,0.15170458,0.52850497,0.31979048,2.8,2
697,0,0,5,0,0,0,0,19,0,0,7,1,0.5670555,0.40492892,0.02801559,1.7142857142857142,4
1499,0,0,6,3,0,1,0,3,0,0,0,5,0.33441037,0.5640445,0.101545125,1.3,0
1632,0,0,19,3,0,0,1,15,0,0,6,4,0.6691374,0.29970938,0.031153174,3.1666666666666665,7
3475,0,1,1,1,0,0,1,4,0,0,1,2,0.09992415,0.64210916,0.2579666,0.625,1
2978,0,5,5,3,0,1,1,13,0,0,9,5,0.30637366,0.6336985,0.05992773,18.0,0
1037,0,0,23,0,0,0,0,23,0,0,13,2,0.19482788,0.6626032,0.14256895,1.0,0
208,0,1,7,0,0,2,1,8,0,0,0,1,0.035236422,0.57729363,0.38746986,4.0,0
3095,0,3,9,3,0,1,0,7,0,0,1,8,0.39532727,0.5232896,0.081383176,0.7,2
565,0,0,12,0,0,0,0,12,0,0,3,0,0.18317668,0.57241213,0.24441113,1.5,0
313,0,0,12,0,0,0,5,13,0,0,2,1,0.23677377,0.60438293,0.15884328,19.0,2
601,0,0,1,0,0,0,0,2,0,0,2,0,0.46991855,0.46248254,0.067598976,6.0,1
233,0,0,11,3,0,0,3,8,0,0,4,3,0.5842757,0.36501336,0.050710954,2.3333333333333335,2
1161,0,0,16,3,0,0,0,16,0,0,5,0,0.28067356,0.6329017,0.08642472,1.1428571428571428,0
1904,0,5,10,2,0,0,2,10,0,0,7,3,0.041403342,0.4187835,0.53981316,0.5625,0
3094,0,0,6,2,0,0,0,5,0,0,2,3,0.26653135,0.5465053,0.18696338,20.0,0
1831,0,3,22,2,0,0,1,25,0,0,6,11,0.10219273,0.64808345,0.24972384,0.2857142857142857,0
111,0,6,12,1,0,0,21,7,1,0,7,2,0.32184845,0.52135605,0.1567955,3.0,0
3749,0,1,0,0,0,0,0,2,0,0,4,0,0.3524913,0.51689255,0.13061611,4.0,4
1089,0,0,16,1,0,0,0,17,0,0,8,4,0.15005977,0.6848506,0.1650897,17.0,0
2634,0,1,3,1,0,0,0,3,0,0,2,1,0.54433036,0.39588106,0.05978861,2.5,2
1864,0,0,5,0,0,0,1,7,0,0,3,1,0.39915454,0.46459708,0.13624837,0.6,2
1741,0,1,6,0,0,1,0,5,0,0,1,3,0.48740786,0.4300102,0.08258188,8.0,0
2083,0,0,17,3,0,0,0,16,0,0,3,5,0.14494209,0.57856536,0.27649263,1.0,18
472,0,0,12,2,0,0,1,9,0,0,0,1,0.45258766,0.49453703,0.052875265,13.0,5
1979,0,0,7,0,0,0,0,13,0,0,1,1,0.31663623,0.5629196,0.120444186,6.0,0
1448,0,1,12,0,0,0,0,13,0,0,1,2,0.1354882,0.64807945,0.2164323,2.6666666666666665,1
1512,0,0,12,0,0,0,2,11,0,0,3,8,0.33905917,0.55956316,0.10137765,2.8,2
1822,0,0,13,2,0,0,1,18,0,0,12,2,0.443011,0.46602306,0.090965986,0.6206896551724138,5
1965,0,7,13,0,0,0,0,18,0,0,2,0,0.35930264,0.5665181,0.07417924,0.6,0
361,0,0,4,0,0,0,1,12,0,0,5,3,0.36854443,0.54783964,0.08361589,0.8,0
135,0,0,9,2,0,0,8,2,0,0,1,1,0.37072864,0.48703104,0.14224035,3.4,2
1134,0,0,7,0,0,0,0,7,0,0,3,2,0.35460347,0.5615935,0.0838031,1.3333333333333333,0
2367,0,2,4,2,0,0,1,9,0,0,10,10,0.4546809,0.45226753,0.09305165,6.0,0
1053,0,1,27,0,0,0,2,27,0,0,11,15,0.19614273,0.6287401,0.17511718,1.2857142857142858,0
3578,0,6,17,0,0,0,4,15,0,0,6,18,0.5373976,0.36562854,0.09697387,0.25,3
22,0,6,6,1,0,0,5,8,0,0,0,7,0.32643482,0.52959436,0.14397082,11.0,0
2426,0,2,19,2,10,0,2,11,1,0,2,7,0.33488542,0.4691768,0.19593783,0.14285714285714285,1
2194,0,1,22,3,0,2,6,12,0,0,4,2,0.597382,0.34692985,0.0556881,1.6666666666666667,5
2177,0,0,20,4,0,0,0,17,0,0,3,7,0.5325312,0.4158578,0.051610976,0.8181818181818182,0
695,0,63,0,0,0,1,0,14,0,0,3,17,0.12476061,0.43738118,0.43785822,1.5,4
420,0,0,5,0,0,0,0,8,0,0,0,1,0.19290201,0.61282563,0.19427231,14.0,2
2917,0,0,43,2,0,2,0,41,0,0,12,0,0.39252394,0.48410118,0.123374835,1.0,1
460,0,2,17,0,0,0,1,17,0,0,0,0,0.04807668,0.70183134,0.250092,0.23076923076923078,2
1067,0,0,9,0,0,0,0,9,0,0,1,2,0.18920483,0.6519731,0.15882203,1.2857142857142858,0
87,0,0,3,0,0,0,1,5,0,0,0,0,0.1378662,0.5205677,0.34156603,0.75,0
282,0,0,5,0,0,0,0,5,0,0,1,0,0.08869255,0.6180735,0.29323393,15.0,0
1226,0,0,14,1,0,0,1,21,0,0,5,6,0.44879347,0.4463503,0.104856245,0.9333333333333333,2
1210,0,0,10,0,0,0,1,15,0,0,3,2,0.51323295,0.4356275,0.05113959,1.3846153846153846,4
1298,0,3,12,1,0,0,2,11,0,0,6,11,0.12763552,0.41323954,0.45912492,0.5625,5
3637,0,6,26,5,0,0,0,22,0,0,10,6,0.14119919,0.45919836,0.39960247,1.0,0
3111,0,0,0,0,0,0,1,2,0,0,3,0,0.23564525,0.6767737,0.08758099,0.75,2
859,0,1,13,0,0,0,3,17,0,0,6,0,0.495506,0.43090162,0.073592395,0.5555555555555556,4
533,0,13,28,2,0,0,3,28,2,2,9,5,0.19014385,0.4796073,0.33024883,1.3333333333333333,3
3413,0,4,41,4,0,1,0,38,0,0,16,8,0.309127,0.5222306,0.16864234,3.0,1
2641,0,0,2,0,0,0,0,2,0,0,1,0,0.46930072,0.4716448,0.059054453,9.0,0
1729,0,0,5,0,0,0,0,9,0,0,7,2,0.352458,0.5660484,0.08149367,7.0,0
3135,0,2,16,2,0,0,0,16,0,0,3,1,0.052290145,0.5175956,0.43011427,0.5,2
3045,0,1,14,1,0,0,0,20,0,0,7,5,0.20961826,0.55409443,0.23628733,3.0,3
2691,0,0,7,3,0,0,0,4,0,0,1,5,0.24447955,0.55128855,0.20423196,1.2222222222222223,0
1352,0,1,30,5,0,1,0,29,0,0,11,6,0.2011913,0.66023576,0.13857292,2.0,1
3773,0,0,13,1,0,0,3,11,0,0,6,8,0.37252596,0.5707531,0.056720946,1.7142857142857142,1
3689,0,5,1,0,0,2,0,14,0,0,6,5,0.23889294,0.64048606,0.12062105,0.5,1
1513,0,3,18,5,0,0,1,20,0,0,2,8,0.32035527,0.55281365,0.12683111,0.5,1
3809,0,0,14,0,0,0,0,14,0,0,8,9,0.31643224,0.5379193,0.14564843,1.5454545454545454,0
3743,1,0,30,0,0,0,0,30,0,0,7,4,0.22510187,0.59399015,0.18090802,1.1428571428571428,0
3083,0,0,12,1,0,0,0,13,0,0,4,0,0.3688746,0.52463496,0.1064904,17.0,0
942,0,0,18,1,0,0,0,20,0,0,15,0,0.29963467,0.6201744,0.080190904,1.2142857142857142,0
3684,0,5,3,2,0,2,5,20,0,0,5,14,0.2431021,0.6682442,0.08865372,1.6,0
1288,0,0,1,0,0,1,0,3,0,0,1,0,0.061065596,0.59476393,0.34417048,9.0,0
2562,0,0,8,1,0,0,0,17,0,0,4,1,0.3797511,0.49745196,0.12279697,11.0,0
1967,0,25,7,1,0,0,0,9,0,0,3,1,0.5033993,0.44760448,0.04899619,0.04,0
887,0,2,11,2,0,1,2,17,0,0,8,6,0.18473804,0.6676828,0.14757912,0.5833333333333334,0
2725,0,0,15,2,0,0,0,13,0,0,15,4,0.4022093,0.49977234,0.09801839,0.06666666666666667,1
685,0,1,1,0,0,0,2,16,0,0,8,9,0.08392108,0.53615874,0.37992018,3.0,0
413,0,0,26,1,0,0,0,25,0,0,12,0,0.43404797,0.5095744,0.056377638,0.75,1
789,0,0,2,0,0,0,1,4,0,0,0,1,0.25183722,0.6184274,0.12973538,1.0,1
2097,0,18,15,3,0,0,5,13,0,0,2,16,0.60468674,0.3499418,0.04537149,0.8461538461538461,6
3116,0,0,3,0,0,1,0,4,0,0,2,0,0.22968315,0.6028007,0.16751617,0.8333333333333334,4
1361,0,1,20,0,0,0,0,21,0,0,6,1,0.046691593,0.46947342,0.48383504,4.75,0
2943,0,0,33,0,0,0,5,38,0,0,17,20,0.28097132,0.5349479,0.18408084,0.8888888888888888,1
2019,0,23,13,1,0,0,1,13,0,0,6,14,0.65083057,0.30106568,0.048103724,4.333333333333333,10
3790,0,0,6,1,0,0,0,7,0,0,2,0,0.29683226,0.524471,0.17869672,1.2777777777777777,0
272,0,1,30,10,0,0,0,23,0,0,5,4,0.356365,0.58999383,0.053641174,0.6666666666666666,0
2018,0,3,13,1,0,0,1,12,0,0,4,8,0.7471751,0.23190291,0.020921975,3.0,11
521,0,2,8,0,0,0,0,11,0,0,2,1,0.45073462,0.48572034,0.06354513,8.0,0
522,0,0,27,0,0,0,0,28,0,0,11,0,0.11826355,0.75884837,0.12288804,7.0,1
3559,0,0,1,0,0,0,0,1,0,0,1,0,0.40433082,0.51193315,0.08373599,3.6666666666666665,3
350,0,0,8,0,0,0,0,16,0,0,4,2,0.23597468,0.65516007,0.10886519,0.6666666666666666,1
1490,0,1,10,1,0,0,6,6,0,0,1,0,0.5224381,0.41467422,0.06288772,1.4285714285714286,1
2475,0,11,10,0,0,0,0,11,0,0,2,0,0.13960268,0.6214909,0.2389064,2.2,1
3305,0,1,15,2,0,0,0,13,0,0,6,8,0.3745875,0.47551066,0.14990184,0.5625,0
1425,0,0,6,0,0,0,2,6,0,0,0,0,0.3709834,0.51726353,0.11175303,0.5454545454545454,4
651,0,0,17,0,0,0,0,21,0,0,2,1,0.3224904,0.5590256,0.118483976,5.25,2
1987,0,0,2,0,0,0,0,2,0,0,0,1,0.1634039,0.5981626,0.23843351,0.7894736842105263,0
3612,0,6,42,42,0,1,2,0,2,0,11,5,0.42476952,0.47268435,0.102546155,5.0,7
3548,0,0,8,0,0,0,0,13,0,0,4,0,0.039757423,0.3426615,0.61758107,17.0,0
2820,0,0,3,0,0,0,2,3,0,0,0,0,0.2349495,0.5746409,0.19040954,4.2,6
1798,0,0,12,1,0,0,1,17,0,0,17,0,0.5860717,0.36607325,0.047855064,15.0,4
2063,0,13,3,0,0,0,2,2,0,0,2,2,0.42671093,0.41870788,0.15458114,3.5,3
1779,0,1,16,0,0,1,0,14,0,0,0,7,0.2997593,0.5981639,0.10207682,2.6,0
168,0,1,17,3,11,0,2,15,0,0,6,27,0.09518573,0.4780835,0.42673072,2.8,1
3554,0,1,3,1,0,0,1,3,0,0,1,2,0.16426516,0.62148,0.21425489,0.6666666666666666,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0.2690711,0.63642424,0.09450466,1.2142857142857142,2
945,0,0,26,8,0,0,2,20,0,0,9,5,0.32722938,0.5202098,0.15256079,1.2222222222222223,0
3515,0,0,11,1,0,0,2,11,0,0,1,1,0.06482975,0.5439057,0.39126462,0.15,0
328,0,0,5,0,0,0,0,8,0,0,2,1,0.29418078,0.58077,0.12504928,4.0,6
2381,0,0,16,0,0,0,0,16,0,0,6,0,0.26153114,0.60812825,0.13034062,0.17857142857142858,1
2934,0,0,25,3,0,0,2,24,0,0,12,23,0.5947772,0.33892715,0.066295594,0.21428571428571427,1
367,0,0,7,2,0,0,0,15,1,1,1,1,0.34140247,0.5125079,0.14608961,2.2,1
3310,0,1,15,2,0,0,2,11,0,0,4,8,0.27993685,0.56500465,0.1550585,1.2727272727272727,6
2895,1,0,23,2,0,0,0,22,0,0,7,8,0.37382996,0.5065869,0.1195832,0.5384615384615384,0
2095,0,0,22,2,0,0,0,30,0,0,10,2,0.19413121,0.5728229,0.23304586,3.6666666666666665,2
